evidence_point_id,mastery_goal_id,bank_id,destination,unit,section,version,blueprint_slot_id,question_family_id,learning_target,i_can,practice_standard,representation,expected_evidence,security_level,estimated_time,rubric_reference,notes
U2-EP015,U2-MG04,U2-S5-ET-C-Q01,Exit Ticket,2,2.5,,,U2-S5-ET-C-F01,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",develop/evaluate models; representation translation; argument from evidence,model critique and revision,"The model is inconsistent. Increasing dot spacing means increasing speed, so arrows should grow longer, or the dot spacing should be made equal for constant speed.",formative-secure,180,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP016,U2-MG01,U2-EXT01,Extended Reasoning,2,2.1,,,U2-EXT-F01,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,reference-frame model comparison,Accurate physics model/calculation plus reasoning that connects the requested representations or conditions.,secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP017,U2-MG02,U2-EXT02,Extended Reasoning,2,2.2,,,U2-EXT-F02,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,quantitative reasoning; data interpretation; communication with units,multi-leg quantitative motion,Accurate physics model/calculation plus reasoning that connects the requested representations or conditions.,secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP018,U2-MG03,U2-EXT03,Extended Reasoning,2,2.3,,,U2-EXT-F03,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",graph/data interpretation; quantitative reasoning; model translation,signed velocity-time data analysis,Accurate physics model/calculation plus reasoning that connects the requested representations or conditions.,secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP019,U2-MG04,U2-EXT04,Extended Reasoning,2,2.5,,,U2-EXT-F04,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,motion diagram to velocity-time translation,Accurate physics model/calculation plus reasoning that connects the requested representations or conditions.,secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP020,U2-MG03,U2-EXT05,Extended Reasoning,2,2.4,,,U2-EXT-F05,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning; model evaluation; explanation of phenomena,free-fall scaling argument,Accurate physics model/calculation plus reasoning that connects the requested representations or conditions.,secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP021,U2-MG03,U2-EXT06,Extended Reasoning,2,2.4,,,U2-EXT-F06,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,mathematical reasoning; model evaluation; explanation of phenomena,model validity from phenomenon evidence,Accurate physics model/calculation plus reasoning that connects the requested representations or conditions.,secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP022,U2-MG04,U2-EXT07,Extended Reasoning,2,2.5,,,U2-EXT-F07,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,vector addition with frames,Accurate physics model/calculation plus reasoning that connects the requested representations or conditions.,secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP023,U2-MG04,U2-EXT08,Extended Reasoning,2,2.5,,,U2-EXT-F08,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/evaluate models; representation translation; argument from evidence,nonlinear position data critique,Accurate physics model/calculation plus reasoning that connects the requested representations or conditions.,secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP024,U2-MG03,U2-EXT09,Extended Reasoning,2,2.3,,,U2-EXT-F09,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",graph/data interpretation; quantitative reasoning; model translation,sign reasoning across reversal,Accurate physics model/calculation plus reasoning that connects the requested representations or conditions.,secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP025,U2-MG04,U2-EXT10,Extended Reasoning,2,2.5,,,U2-EXT-F10,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,multi-phase representation design,Accurate physics model/calculation plus reasoning that connects the requested representations or conditions.,secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP026,U2-MG02,U2-PERF01,Performance Task,2,2.5,,,U2-PERF-F01,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",mathematical reasoning; representation translation,data table implied by listed values | position-time graph construction | velocity vectors,Correct quantitative trip summary and a consistent table/graph/vector interpretation; critique separates position from velocity.,secure,1500,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP027,U2-MG04,U2-PERF01,Performance Task,2,2.5,,,U2-PERF-F01,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",mathematical reasoning; representation translation,data table implied by listed values | position-time graph construction | velocity vectors,Correct quantitative trip summary and a consistent table/graph/vector interpretation; critique separates position from velocity.,secure,1500,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP028,U2-MG03,U2-PERF02,Performance Task,2,2.4,,,U2-PERF-F02,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,data interpretation; model evaluation; experimental reasoning,velocity-time data | free-fall equations | model comparison,"Uses velocity-change data to judge model quality, calculates ideal benchmarks, explains drag, and proposes a justified experimental improvement.",secure,1500,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP029,U2-MG04,U2-PERF02,Performance Task,2,2.4,,,U2-PERF-F02,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,data interpretation; model evaluation; experimental reasoning,velocity-time data | free-fall equations | model comparison,"Uses velocity-change data to judge model quality, calculates ideal benchmarks, explains drag, and proposes a justified experimental improvement.",secure,1500,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP030,U2-MG01,U2-SUM-V1-Q01,Summative,2,2.1,V1,U2-SUM-SLOT01,U2-SUM-TD-FAM01,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,reference-frame narrative,Evidence for U2-MG01: reference-frame interpretation.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP031,U2-MG01,U2-SUM-V1-Q02,Summative,2,2.1,V1,U2-SUM-SLOT02,U2-SUM-TD-FAM02,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,paired-observer narrative,Evidence for U2-MG01: compare motion from two viewpoints.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP032,U2-MG02,U2-SUM-V1-Q03,Summative,2,2.2,V1,U2-SUM-SLOT03,U2-SUM-TD-FAM03,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,distance-counter readings,Evidence for U2-MG02: average speed quantitative reasoning.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP033,U2-MG02,U2-SUM-V1-Q04,Summative,2,2.2,V1,U2-SUM-SLOT04,U2-SUM-TD-FAM04,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,written motion quantity,Evidence for U2-MG02: distinguish speed and velocity.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP034,U2-MG02,U2-SUM-V1-Q05,Summative,2,2.2,V1,U2-SUM-SLOT05,U2-SUM-TD-FAM05,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,checkpoint data,Evidence for U2-MG02: interpret motion data and speed.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP035,U2-MG03,U2-SUM-V1-Q06,Summative,2,2.3,V1,U2-SUM-SLOT06,U2-SUM-TD-FAM06,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,velocity-time data,Evidence for U2-MG03: calculate acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP036,U2-MG03,U2-SUM-V1-Q07,Summative,2,2.3,V1,U2-SUM-SLOT07,U2-SUM-TD-FAM07,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,signed velocity narrative,Evidence for U2-MG03: reason about velocity sign direction and acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP037,U2-MG03,U2-SUM-V1-Q08,Summative,2,2.4,V1,U2-SUM-SLOT08,U2-SUM-TD-FAM08,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,free-fall equation,Evidence for U2-MG03: apply ideal free-fall relationship.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP038,U2-MG03,U2-SUM-V1-Q09,Summative,2,2.4,V1,U2-SUM-SLOT09,U2-SUM-TD-FAM09,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,phenomenon evidence,Evidence for U2-MG03: evaluate free-fall model and air resistance.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP039,U2-MG04,U2-SUM-V1-Q10,Summative,2,2.5,V1,U2-SUM-SLOT10,U2-SUM-TD-FAM10,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,velocity vectors,Evidence for U2-MG04: interpret velocity vectors.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP040,U2-MG04,U2-SUM-V1-Q11,Summative,2,2.5,V1,U2-SUM-SLOT11,U2-SUM-TD-FAM11,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,position table | position-time graph | motion diagram,Evidence for U2-MG04: connect table diagram and graph.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP041,U2-MG04,U2-SUM-V1-Q12,Summative,2,2.5,V1,U2-SUM-SLOT12,U2-SUM-TD-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,motion diagram | velocity vectors,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP042,U2-MG03,U2-SUM-V1-Q12,Summative,2,2.5,V1,U2-SUM-SLOT12,U2-SUM-TD-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,motion diagram | velocity vectors,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP043,U2-MG02,U2-SUM-V2-Q01,Summative,2,2.2,V2,U2-SUM-SLOT04,U2-SUM-TD-FAM04,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,written motion quantity,Evidence for U2-MG02: distinguish speed and velocity.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP044,U2-MG02,U2-SUM-V2-Q02,Summative,2,2.2,V2,U2-SUM-SLOT05,U2-SUM-TD-FAM05,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,checkpoint data,Evidence for U2-MG02: interpret motion data and speed.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP045,U2-MG03,U2-SUM-V2-Q03,Summative,2,2.3,V2,U2-SUM-SLOT06,U2-SUM-TD-FAM06,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,velocity-time data,Evidence for U2-MG03: calculate acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP046,U2-MG03,U2-SUM-V2-Q04,Summative,2,2.3,V2,U2-SUM-SLOT07,U2-SUM-TD-FAM07,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,signed velocity narrative,Evidence for U2-MG03: reason about velocity sign direction and acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP047,U2-MG03,U2-SUM-V2-Q05,Summative,2,2.4,V2,U2-SUM-SLOT08,U2-SUM-TD-FAM08,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,free-fall equation,Evidence for U2-MG03: apply ideal free-fall relationship.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP048,U2-MG03,U2-SUM-V2-Q06,Summative,2,2.4,V2,U2-SUM-SLOT09,U2-SUM-TD-FAM09,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,phenomenon evidence,Evidence for U2-MG03: evaluate free-fall model and air resistance.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP049,U2-MG04,U2-SUM-V2-Q07,Summative,2,2.5,V2,U2-SUM-SLOT10,U2-SUM-TD-FAM10,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,velocity vectors,Evidence for U2-MG04: interpret velocity vectors.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP050,U2-MG04,U2-SUM-V2-Q08,Summative,2,2.5,V2,U2-SUM-SLOT11,U2-SUM-TD-FAM11,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,position table | position-time graph | motion diagram,Evidence for U2-MG04: connect table diagram and graph.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP051,U2-MG04,U2-SUM-V2-Q09,Summative,2,2.5,V2,U2-SUM-SLOT12,U2-SUM-TD-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,motion diagram | velocity vectors,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP052,U2-MG03,U2-SUM-V2-Q09,Summative,2,2.5,V2,U2-SUM-SLOT12,U2-SUM-TD-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,motion diagram | velocity vectors,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP053,U2-MG01,U2-SUM-V2-Q10,Summative,2,2.1,V2,U2-SUM-SLOT01,U2-SUM-TD-FAM01,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,reference-frame narrative,Evidence for U2-MG01: reference-frame interpretation.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP054,U2-MG01,U2-SUM-V2-Q11,Summative,2,2.1,V2,U2-SUM-SLOT02,U2-SUM-TD-FAM02,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,paired-observer narrative,Evidence for U2-MG01: compare motion from two viewpoints.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP055,U2-MG02,U2-SUM-V2-Q12,Summative,2,2.2,V2,U2-SUM-SLOT03,U2-SUM-TD-FAM03,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,distance-counter readings,Evidence for U2-MG02: average speed quantitative reasoning.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP056,U2-MG03,U2-SUM-V3-Q01,Summative,2,2.3,V3,U2-SUM-SLOT07,U2-SUM-TD-FAM07,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,signed velocity narrative,Evidence for U2-MG03: reason about velocity sign direction and acceleration.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP057,U2-MG03,U2-SUM-V3-Q02,Summative,2,2.4,V3,U2-SUM-SLOT08,U2-SUM-TD-FAM08,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,free-fall equation,Evidence for U2-MG03: apply ideal free-fall relationship.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP058,U2-MG03,U2-SUM-V3-Q03,Summative,2,2.4,V3,U2-SUM-SLOT09,U2-SUM-TD-FAM09,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,phenomenon evidence,Evidence for U2-MG03: evaluate free-fall model and air resistance.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP059,U2-MG04,U2-SUM-V3-Q04,Summative,2,2.5,V3,U2-SUM-SLOT10,U2-SUM-TD-FAM10,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,velocity vectors,Evidence for U2-MG04: interpret velocity vectors.,secure,90,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP060,U2-MG04,U2-SUM-V3-Q05,Summative,2,2.5,V3,U2-SUM-SLOT11,U2-SUM-TD-FAM11,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,position table | position-time graph | motion diagram,Evidence for U2-MG04: connect table diagram and graph.,secure,300,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
U2-EP061,U2-MG04,U2-SUM-V3-Q06,Summative,2,2.5,V3,U2-SUM-SLOT12,U2-SUM-TD-FAM12,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,motion diagram | velocity vectors,"Evidence for U2-MG04, U2-MG03: critique and revise a multi-representation motion model.",secure,420,Course progress language: Not Yet / Approaching / Meeting / Exceeding,
